Direction,Date,Message
Received,"2025-09-02 14:17:58",
Sent,"2025-09-02 14:18:12","i kinda love you"
Sent,"2025-09-02 14:18:18","remove the kinda"
Sent,"2025-09-02 14:18:21","replace with really"
Sent,"2025-09-02 14:18:59","￼"
Received,"2025-09-02 14:22:40","Loved an audio message"
Received,"2025-09-02 14:22:47","I know "
Received,"2025-09-02 14:23:13","￼"
Received,"2025-09-02 14:23:16","We could fuck on that bench"
Sent,"2025-09-02 14:23:49","if i was with you we 100% would not make it the 150 feet over there before throwing down"
Received,"2025-09-02 14:23:56","￼"
Received,"2025-09-02 14:23:59","On the bridge"
Received,"2025-09-02 14:24:00",Lol
Received,"2025-09-02 14:24:14","Loved “if i was with you we 100% would not make it the 15…”"
Sent,"2025-09-02 14:24:16","it would require a lot of logistics - you would have to suck my dick as we duck walk over there otherwise i would attack you"
Received,"2025-09-02 14:24:28","I’m in "
Received,"2025-09-02 14:24:35","Say less"
Sent,"2025-09-02 14:24:49","was it the duck walk "
Received,"2025-09-02 14:24:54",Yes
Received,"2025-09-02 14:25:00","Loved “was it the duck walk ”"
Sent,"2025-09-02 14:25:15","i don’t even know if that’s a thing i meant crab walk"
Received,"2025-09-02 14:25:29","That’s me baby 🦀 "
Sent,"2025-09-02 14:25:41","i want to see you"
Sent,"2025-09-02 14:26:05","(attorney disclosure: when you’re ready)"
Sent,"2025-09-02 14:26:29","why do i feel like you’re going to have me sign an NDA"
Received,"2025-09-02 14:27:09","￼"
Sent,"2025-09-02 14:27:26","you're killing me now i’m even more backed up with voice texts "
Sent,"2025-09-02 14:27:32","okay okay get your head on dan"
Sent,"2025-09-02 14:27:35","what would kristin do"
Sent,"2025-09-02 14:27:57","i'm gonna run outside and put the sign in outside our house and do the 2 other things she asked"
Received,"2025-09-02 14:28:13","￼"
Sent,"2025-09-02 14:28:28","and then i will come back and slam all of the voice messages"
Sent,"2025-09-02 14:28:42","…that’s not funny "
Received,"2025-09-02 14:29:43","￼"
Received,"2025-09-02 14:30:17","Okay I’m done. I’m going to my gfs. Lmk"
Sent,"2025-09-02 14:31:13","i’m not leaving"
Received,"2025-09-02 14:31:19","And yes I’ll tie you up in my fucking basement I don’t care ever. Catch up. "
Sent,"2025-09-02 14:32:00","of course. your the best you’re fucking perfect"
Received,"2025-09-02 14:32:57","You are 😘 "
Received,"2025-09-02 14:34:09","Listen to my messages and respond. You know I asked for you right? Anyways I’m stopping by that females house soon anyways … that’s all I got"
Received,"2025-09-02 14:35:43","Look up eclipses and the royal family too. Lol "
Received,"2025-09-02 14:36:15","I was born on a total solar new moon eclipse. Very rare. I know"
Received,"2025-09-02 14:38:23","￼"
Received,"2025-09-02 14:39:57","￼"
Received,"2025-09-02 14:48:34","GENERAL ‼️ Scorpio traits (you) and Cancer traits (me) are the most in depth full blown love beyond measure individuals. The depths of the ocean, literally. Okay bye 👋🏼🌊 "
Received,"2025-09-02 14:51:08","￼"
Received,"2025-09-02 15:13:27","￼"
Sent,"2025-09-02 15:19:20","guess what"
Sent,"2025-09-02 15:19:43","i had a little conversation with my mom"
Sent,"2025-09-02 15:20:30","to tell her about someone in my life"
Sent,"2025-09-02 15:21:46","omg trump"
Sent,"2025-09-02 15:21:48","live turn on"
Sent,"2025-09-02 15:22:28",https://www.youtube.com/watch?v=w48N7ZBxwaY
Received,"2025-09-02 15:24:58","￼"
Received,"2025-09-02 15:25:13","￼"
Sent,"2025-09-02 15:43:20","￼"
Received,"2025-09-02 15:45:56","You’ll be happy to know there is crack dust on this bag I just got at the gas station in a sketchy van "
Received,"2025-09-02 15:46:02","One sec"
Sent,"2025-09-02 15:48:46","Hell yeah dude"
Received,"2025-09-02 15:50:03","￼"
Sent,"2025-09-02 15:56:10","Hey you were very much right about the zodiac signs being Greek I'm listening to this while I'm out here and Scorpio is on the opposite side of the constellations from Orion because the scorpion that represents Scorpio was supposed to have killed Orion"
Sent,"2025-09-02 15:56:36","By the time I finished learning about cancer I'll be back in"
Sent,"2025-09-02 15:58:06","Motherfucker I wanna tell you you're wrong about this so bad but it all seems to be correct also the cancer crab stories is way more interesting with Hercules and the hydra"
Sent,"2025-09-02 15:59:37","holy trichomes "
Received,"2025-09-02 15:59:46","Losing service brb"
Received,"2025-09-02 15:59:47","Awwww my sweet thing "
Received,"2025-09-02 16:00:44","￼"
Received,"2025-09-02 16:01:15","￼"
Received,"2025-09-02 16:01:15","You’re fine. No worries. "
Received,"2025-09-02 16:01:16","Loved “Hey you were very much right about the zodiac sign…”"
Received,"2025-09-02 16:01:16","Loved “Motherfucker I wanna tell you you're wrong about t…”"
Sent,"2025-09-02 16:03:30","can i do my kristin impression"
Sent,"2025-09-02 16:03:42","I KNOW I’M FINE"
Sent,"2025-09-02 16:03:53","🥰"
Sent,"2025-09-02 16:04:03","you make my heart swell"
Sent,"2025-09-02 16:04:25","sorry did i say heart i meant my dack"
Sent,"2025-09-02 16:04:44","i need a shower so bad"
Received,"2025-09-02 16:07:51","Loved “I KNOW I’M FINE”"
Received,"2025-09-02 16:08:04",Wow
Sent,"2025-09-02 16:14:31","348 starvation deaths in Gaza so far send"
Sent,"2025-09-02 16:31:25","OK I'm going in now I swear to God you are the only thing that has made me happy in like months you have no idea how much I appreciate you"
Sent,"2025-09-02 16:33:02","I didn't want to think about it because I was hoping it wouldn't happen but every few months mother has been doing this weird tremor thing and it lasts for like 12 hours and it upsets me so much."
Received,"2025-09-02 16:58:43","The feeling is mutual. Where are you going?"
Received,"2025-09-02 16:58:56","I will catch up so soon lol swear"
Received,"2025-09-02 16:59:53","Aww honey well you know sometimes dogs get anxiety and things … have you taken him to the vet about it ever?"
Sent,"2025-09-02 17:05:59","ill show you but its more than just chihuahua shakey thin"
Received,"2025-09-02 17:12:54","Butterfinger "
Sent,"2025-09-02 17:16:56","￼"
Sent,"2025-09-02 17:21:59","i did think about that but i haven’t been able to identify the common thread when it happens but it’s hard to say that butterfinger isn’t the most obvious option right now"
Sent,"2025-09-02 17:21:59","he really didn’t get any chocolate though. it looks like he is getting startled all the time. "
Sent,"2025-09-02 17:22:00","i feel so bad for him but the best thing is usually for me to not make a big deal and kinda just ignore him but stay close"
Sent,"2025-09-02 17:22:00","sorry i’m a real bummer today lol"
Sent,"2025-09-02 17:22:00","video i sent was from the last time it happened."
Sent,"2025-09-02 17:22:00","Emphasized an image"
Sent,"2025-09-02 17:22:00","Loved an image"
Received,"2025-09-02 17:25:16","￼"
Received,"2025-09-02 17:27:18","￼"
Received,"2025-09-02 17:27:28","One sec"
Received,"2025-09-02 17:36:39","He said ignore him"
Received,"2025-09-02 17:37:09","I didn’t get a video 🙁"
Received,"2025-09-02 17:37:42","I was just joking about the chocolate but it is real. Beauty almost died from soy sauce 6 months ago not even like 4 licks"
Received,"2025-09-02 17:39:24","He’s not going to die if so. We just have to be very careful esp a dog his size. Idk but ignoring it is … lol um … anyways just give him love and be calm and water … make sure he’s hydrated"
Received,"2025-09-02 17:40:24","￼￼"
Received,"2025-09-02 17:40:45","Listen lmk what you want from me. Message me later 🫶🏼 "
Received,"2025-09-02 17:40:54","I’m here for you!!"
Sent,"2025-09-02 17:44:43"," H this is gonna sound so stupid but it has been so long since I've had somebody actually effectively tried to calm me down or like make me feel better ."
Sent,"2025-09-02 17:45:29","It's just a little stupid stuff like that it means so much more to me now it makes me think that much more about you and how great you are"
Sent,"2025-09-02 17:45:54","Anyway so this has happened like four times now and it's not seizures but it goes on for a long time I really do need to get him to the vet but it's not like immediately life-threatening but it's not good"
Sent,"2025-09-02 17:46:36","It just goes on for so long and I feel so bad for him it's like if you were to get a jump scare movie he like flinches and it gets progressively worse I am just glad I have you to talk to her you really don't understand"
Received,"2025-09-02 17:49:53","I promise you I’m here for you and I understand. We do need to get him to the vet though. It sounds possibly neurological if it’s been this way .. if he doesn’t get into human food often - but I’m here for you in anyway. Beauty is my only true commitment in this life so far 11 years - trust me I got you ♥️"
Sent,"2025-09-02 18:03:39","you fucking rule"
Sent,"2025-09-02 18:05:17","i took a sec and chilled out a little bit and smoked the biggest king size mega one hitter ever - grown ass man shit 🤣"
Sent,"2025-09-02 18:06:45","i get way too twisted up when i get stressed like that. i know - shocking…me:  an anxious nervous wreck. shocking huh"
Sent,"2025-09-02 18:07:10","okay NOW i can finally catch up. message me when you’re back or free or whatever no hurry miss you"
Sent,"2025-09-02 18:11:18","i really do appreciate you so much and i can't get over how easy it is for you to make things feel okay or better or whatever."
Sent,"2025-09-02 18:16:32","okay okay so your explanation helped and was very thorough"
Sent,"2025-09-02 18:17:35","i’m going to gather all of the screenshots from today and when we talked about it on saturday so i can try to have a comprehensive understanding of the mechanics and just so i have them saved."
Sent,"2025-09-02 18:17:45","listen the reads were dead on accurate"
Sent,"2025-09-02 18:17:55","i would love to say they were garbage but they just weren’t so"
Received,"2025-09-02 18:22:04","That’s 2/50"
Received,"2025-09-02 18:22:10","￼￼"
Sent,"2025-09-02 18:22:36","oh good. send everything also do you trust me to have your birth chart data"
Received,"2025-09-02 18:23:04","Lmao send everything he says"
Received,"2025-09-02 18:23:07",No
Sent,"2025-09-02 18:23:11","SEND I NEED THE DATA"
Received,"2025-09-02 18:23:13","And yes I trust you with it"
Received,"2025-09-02 18:23:35","7/21/90 10:29PM Barberton, Ohio"
Received,"2025-09-02 18:23:43","My 5th house is fucked "
Sent,"2025-09-02 18:23:56","but def send me any numerical or actual chart based data"
Received,"2025-09-02 18:23:56","You’ll learn what that means later in life"
Sent,"2025-09-02 18:26:04","you’re going to think i’m just repeating myself on the same shit but your brain is the hottest shit i’ve ever seen. 

the difference between “I’m a LIBRA” and “my 5th house sun is fucked” is the difference between entirely annoying and hottest intellectual girl ever"
Sent,"2025-09-02 18:26:13","ye of little faith"
Sent,"2025-09-02 18:26:23","i’m a good learner"
Received,"2025-09-02 18:26:25","They know nothing"
Sent,"2025-09-02 18:26:33"," kidding there’s a lot of depth here"
Sent,"2025-09-02 18:27:25","my head immediately goes to my questions about how the charting is translated into the characteristics that make up the reading but…the readings were good enough that i’m willing to suspend my curiosity and follow you"
Received,"2025-09-02 18:27:39",Here
Sent,"2025-09-02 18:27:51","just tell me what to read i will follow instructions for once"
Sent,"2025-09-02 18:29:09",https://www.youtube.com/watch?v=tf-AAmZEPm4
Sent,"2025-09-02 18:29:11","this seems like good place to start"
Received,"2025-09-02 18:29:14","Lmao you cannot read and learn this in 1 sitting Daniel I’m sorry. But here. I showed you the chart graphs. Those are the literal degrees the planets sit in the sky. Here are different areas of love. 12 houses. 12 signs. 10 planets. Each house is a different area of life"
Sent,"2025-09-02 18:29:39","i don’t think i’m gonna get it in one sitting but i’m looking for some foundational understanding"
Sent,"2025-09-02 18:30:25","i understand literally nothing whatsoever about it and i am a stupid stupid man so i need to learn some of the core concepts and terms and then build from there"
Received,"2025-09-02 18:31:39","￼"
Received,"2025-09-02 18:31:44","This is so fucking general but those are the 12 houses for example "
Sent,"2025-09-02 18:32:02","that’s good info"
Received,"2025-09-02 18:32:35","￼"
Received,"2025-09-02 18:32:35","This is my fate "
Sent,"2025-09-02 18:32:46","you know what i mean though…like for me, i will be lost until i have a good idea of what a house even is and what role it is playing in the system"
Sent,"2025-09-02 18:32:59","okay very stupid question"
Received,"2025-09-02 18:33:11","￼"
Received,"2025-09-02 18:33:11","The last a final 3rd one is me (my fate) mixed with the current literal placement of all planets in the sky."
Sent,"2025-09-02 18:33:23","Earth is the center of the chart correct?"
Received,"2025-09-02 18:33:25",Wait
Sent,"2025-09-02 18:33:35","sorry sorry"
Received,"2025-09-02 18:33:36","I sent the same one twice"
Received,"2025-09-02 18:34:43","￼"
Received,"2025-09-02 18:34:57","This one. The inner circle is my destiny per se. My life from start to finish. The outer circle is the placements of the literal planets right now in the sky at 6:34PM EST."
Received,"2025-09-02 18:35:33","No mf"
Received,"2025-09-02 18:35:41","Lmao good try tho"
Received,"2025-09-02 18:35:50","We’re on earth 🌎😂🫶🏼"
Received,"2025-09-02 18:36:00","Listen don’t text back yet until I tell you to"
Received,"2025-09-02 18:36:09","Give me 20"
Received,"2025-09-02 18:36:12",BRV
Received,"2025-09-02 18:36:16",BRB
Received,"2025-09-02 18:39:28","But rq - last week for example my gf in Ohio her dog was sick and I looked at her transit chart and because Mars was transiting her 6th house conjunct her moon (don’t worry about the terms) that is a strong time your animal can get very sick and die depending on a few other aspects. I didn’t want to tell her, but then her dog had to be put down 2 days later"
Received,"2025-09-02 19:04:03","I’m free again"
Received,"2025-09-02 19:04:37","Hey I need you to sleep with me tonight okay? Can you formulate a blow schedule for this?"
Sent,"2025-09-02 19:04:40","i promise you’re very expensive"
Received,"2025-09-02 19:04:49",Ha
Sent,"2025-09-02 19:04:49","yes i will"
Sent,"2025-09-02 19:04:52",promise
